team,match_rank_recent,date,tournament,neutral,side,opponent,home_team,away_team,home_score,away_score,team_scoreline,team_result,city,country
Cape Verde,38,2023-06-12,Friendly,0,away,Morocco,Morocco,Cape Verde,0,0,0-0,D,Rabat,Morocco
Cape Verde,39,2023-03-28,African Cup of Nations qualification,1,neutral,Eswatini,Eswatini,Cape Verde,0,1,1-0,W,Mbombela,South Africa
Cape Verde,40,2023-03-24,African Cup of Nations qualification,0,home,Eswatini,Cape Verde,Eswatini,0,0,0-0,D,Praia,Cape Verde
Cape Verde,41,2022-09-23,Friendly,0,away,Bahrain,Bahrain,Cape Verde,1,2,2-1,W,Riffa,Bahrain
Cape Verde,42,2022-06-11,Friendly,1,neutral,Ecuador,Ecuador,Cape Verde,1,0,0-1,L,Fort Lauderdale,United States
Cape Verde,43,2022-06-07,African Cup of Nations qualification,1,neutral,Togo,Cape Verde,Togo,2,0,2-0,W,Marrakesh,Morocco
Cape Verde,44,2022-06-03,African Cup of Nations qualification,1,neutral,Burkina Faso,Burkina Faso,Cape Verde,2,0,0-2,L,Marrakesh,Morocco
Cape Verde,45,2022-03-28,Friendly,1,neutral,San Marino,Cape Verde,San Marino,2,0,2-0,W,San Pedro del Pinatar,Spain
Cape Verde,46,2022-03-25,Friendly,1,neutral,Liechtenstein,Cape Verde,Liechtenstein,6,0,6-0,W,San Pedro del Pinatar,Spain
Cape Verde,47,2022-03-23,Friendly,1,neutral,Guadeloupe,Guadeloupe,Cape Verde,0,2,2-0,W,Orléans,France
Cape Verde,48,2022-01-25,African Cup of Nations,1,neutral,Senegal,Senegal,Cape Verde,2,0,0-2,L,Bafoussam,Cameroon
Cape Verde,49,2022-01-17,African Cup of Nations,0,away,Cameroon,Cameroon,Cape Verde,1,1,1-1,D,Yaoundé,Cameroon
Cape Verde,50,2022-01-13,African Cup of Nations,1,neutral,Burkina Faso,Cape Verde,Burkina Faso,0,1,0-1,L,Yaoundé,Cameroon
Cape Verde,51,2022-01-09,African Cup of Nations,1,neutral,Ethiopia,Ethiopia,Cape Verde,0,1,1-0,W,Yaoundé,Cameroon
Cape Verde,52,2021-11-16,FIFA World Cup qualification,0,away,Nigeria,Nigeria,Cape Verde,1,1,1-1,D,Lagos,Nigeria
Cape Verde,53,2021-11-13,FIFA World Cup qualification,0,home,Central African Republic,Cape Verde,Central African Republic,2,1,2-1,W,Mindelo,Cape Verde
Cape Verde,54,2021-10-10,FIFA World Cup qualification,0,home,Liberia,Cape Verde,Liberia,1,0,1-0,W,Mindelo,Cape Verde
Cape Verde,55,2021-10-07,FIFA World Cup qualification,1,neutral,Liberia,Liberia,Cape Verde,1,2,2-1,W,Accra,Ghana
Cape Verde,56,2021-09-07,FIFA World Cup qualification,0,home,Nigeria,Cape Verde,Nigeria,1,2,1-2,L,Mindelo,Cape Verde
Cape Verde,57,2021-09-01,FIFA World Cup qualification,1,neutral,Central African Republic,Central African Republic,Cape Verde,1,1,1-1,D,Douala,Cameroon
Cape Verde,58,2021-06-08,Friendly,0,away,Senegal,Senegal,Cape Verde,2,0,0-2,L,Thiès,Senegal
Cape Verde,59,2021-03-30,African Cup of Nations qualification,0,away,Mozambique,Mozambique,Cape Verde,0,1,1-0,W,Maputo,Mozambique
Cape Verde,60,2021-03-26,African Cup of Nations qualification,0,home,Cameroon,Cape Verde,Cameroon,3,1,3-1,W,Praia,Cape Verde
Colombia,1,2026-06-07,Friendly,1,neutral,Jordan,Jordan,Colombia,0,2,2-0,W,San Diego,United States
Colombia,2,2026-06-01,Friendly,0,home,Costa Rica,Colombia,Costa Rica,3,1,3-1,W,Bogotá,Colombia
Colombia,3,2026-03-29,Friendly,1,neutral,France,Colombia,France,1,3,1-3,L,Landover,United States
Colombia,4,2026-03-26,Friendly,1,neutral,Croatia,Colombia,Croatia,1,2,1-2,L,Orlando,United States
Colombia,5,2025-11-18,Friendly,1,neutral,Australia,Colombia,Australia,3,0,3-0,W,New York,United States
Colombia,6,2025-11-15,Friendly,1,neutral,New Zealand,Colombia,New Zealand,2,1,2-1,W,Fort Lauderdale,United States
Colombia,7,2025-10-14,Friendly,1,neutral,Canada,Canada,Colombia,0,0,0-0,D,Harrison,United States
Colombia,8,2025-10-11,Friendly,1,neutral,Mexico,Mexico,Colombia,0,4,4-0,W,Arlington,United States
Colombia,9,2025-09-09,FIFA World Cup qualification,0,away,Venezuela,Venezuela,Colombia,3,6,6-3,W,Maturín,Venezuela
Colombia,10,2025-09-04,FIFA World Cup qualification,0,home,Bolivia,Colombia,Bolivia,3,0,3-0,W,Barranquilla,Colombia
Colombia,11,2025-06-10,FIFA World Cup qualification,0,away,Argentina,Argentina,Colombia,1,1,1-1,D,Buenos Aires,Argentina
Colombia,12,2025-06-06,FIFA World Cup qualification,0,home,Peru,Colombia,Peru,0,0,0-0,D,Barranquilla,Colombia
Colombia,13,2025-03-25,FIFA World Cup qualification,0,home,Paraguay,Colombia,Paraguay,2,2,2-2,D,Barranquilla,Colombia
Colombia,14,2025-03-20,FIFA World Cup qualification,0,away,Brazil,Brazil,Colombia,2,1,1-2,L,Brasília,Brazil
Colombia,15,2024-11-19,FIFA World Cup qualification,0,home,Ecuador,Colombia,Ecuador,0,1,0-1,L,Barranquilla,Colombia
Colombia,16,2024-11-15,FIFA World Cup qualification,0,away,Uruguay,Uruguay,Colombia,3,2,2-3,L,Montevideo,Uruguay
Colombia,17,2024-10-15,FIFA World Cup qualification,0,home,Chile,Colombia,Chile,4,0,4-0,W,Barranquilla,Colombia
Colombia,18,2024-10-10,FIFA World Cup qualification,0,away,Bolivia,Bolivia,Colombia,1,0,0-1,L,El Alto,Bolivia
Colombia,19,2024-09-10,FIFA World Cup qualification,0,home,Argentina,Colombia,Argentina,2,1,2-1,W,Barranquilla,Colombia
Colombia,20,2024-09-06,FIFA World Cup qualification,0,away,Peru,Peru,Colombia,1,1,1-1,D,Lima,Peru
Colombia,21,2024-07-14,Copa América,1,neutral,Argentina,Argentina,Colombia,1,0,0-1,L,Miami Gardens,United States
Colombia,22,2024-07-10,Copa América,1,neutral,Uruguay,Uruguay,Colombia,0,1,1-0,W,Charlotte,United States
Colombia,23,2024-07-06,Copa América,1,neutral,Panama,Colombia,Panama,5,0,5-0,W,Glendale,United States
Colombia,24,2024-07-02,Copa América,1,neutral,Brazil,Brazil,Colombia,1,1,1-1,D,Santa Clara,United States
Colombia,25,2024-06-28,Copa América,1,neutral,Costa Rica,Colombia,Costa Rica,3,0,3-0,W,Glendale,United States
Colombia,26,2024-06-24,Copa América,1,neutral,Paraguay,Colombia,Paraguay,2,1,2-1,W,Houston,United States
Colombia,27,2024-06-15,Friendly,1,neutral,Bolivia,Colombia,Bolivia,3,0,3-0,W,Denver,United States
Colombia,28,2024-06-08,Friendly,0,away,United States,United States,Colombia,1,5,5-1,W,Landover,United States
Colombia,29,2024-03-26,Friendly,1,neutral,Romania,Colombia,Romania,3,2,3-2,W,Madrid,Spain
Colombia,30,2024-03-22,Friendly,1,neutral,Spain,Spain,Colombia,0,1,1-0,W,London,England
Colombia,31,2023-12-16,Friendly,1,neutral,Mexico,Mexico,Colombia,2,3,3-2,W,Los Angeles,United States
Colombia,32,2023-11-21,FIFA World Cup qualification,0,away,Paraguay,Paraguay,Colombia,0,1,1-0,W,Asunción,Paraguay
Colombia,33,2023-11-16,FIFA World Cup qualification,0,home,Brazil,Colombia,Brazil,2,1,2-1,W,Barranquilla,Colombia
Colombia,34,2023-10-17,FIFA World Cup qualification,0,away,Ecuador,Ecuador,Colombia,0,0,0-0,D,Quito,Ecuador
Colombia,35,2023-10-12,FIFA World Cup qualification,0,home,Uruguay,Colombia,Uruguay,2,2,2-2,D,Barranquilla,Colombia
Colombia,36,2023-09-12,FIFA World Cup qualification,0,away,Chile,Chile,Colombia,0,0,0-0,D,Santiago,Chile
Colombia,37,2023-09-07,FIFA World Cup qualification,0,home,Venezuela,Colombia,Venezuela,1,0,1-0,W,Barranquilla,Colombia
Colombia,38,2023-06-20,Friendly,0,away,Germany,Germany,Colombia,0,2,2-0,W,Gelsenkirchen,Germany
Colombia,39,2023-06-16,Friendly,1,neutral,Iraq,Colombia,Iraq,1,0,1-0,W,Valencia,Spain
Colombia,40,2023-03-28,Friendly,0,away,Japan,Japan,Colombia,1,2,2-1,W,Osaka,Japan
