team,match_rank_recent,date,tournament,neutral,side,opponent,home_team,away_team,home_score,away_score,team_scoreline,team_result,city,country
Iraq,29,2024-06-06,FIFA World Cup qualification,0,away,Indonesia,Indonesia,Iraq,0,2,2-0,W,Jakarta,Indonesia
Iraq,30,2024-03-26,FIFA World Cup qualification,0,away,Philippines,Philippines,Iraq,0,5,5-0,W,Manila,Philippines
Iraq,31,2024-03-21,FIFA World Cup qualification,0,home,Philippines,Iraq,Philippines,1,0,1-0,W,Basra,Iraq
Iraq,32,2024-01-29,AFC Asian Cup,1,neutral,Jordan,Iraq,Jordan,2,3,2-3,L,Al Rayyan,Qatar
Iraq,33,2024-01-24,AFC Asian Cup,1,neutral,Vietnam,Iraq,Vietnam,3,2,3-2,W,Doha,Qatar
Iraq,34,2024-01-19,AFC Asian Cup,1,neutral,Japan,Iraq,Japan,2,1,2-1,W,Al Rayyan,Qatar
Iraq,35,2024-01-15,AFC Asian Cup,1,neutral,Indonesia,Indonesia,Iraq,1,3,3-1,W,Doha,Qatar
Iraq,36,2024-01-06,Friendly,1,neutral,South Korea,Iraq,South Korea,0,1,0-1,L,Abu Dhabi,United Arab Emirates
Iraq,37,2023-11-21,FIFA World Cup qualification,0,away,Vietnam,Vietnam,Iraq,0,1,1-0,W,Hanoi,Vietnam
Iraq,38,2023-11-16,FIFA World Cup qualification,0,home,Indonesia,Iraq,Indonesia,5,1,5-1,W,Basra,Iraq
Iraq,39,2023-10-13,Friendly,1,neutral,Qatar,Iraq,Qatar,0,0,0-0,D,Amman,Jordan
Iraq,40,2023-09-10,King's Cup,0,away,Thailand,Thailand,Iraq,2,2,2-2,D,Chiang Mai,Thailand
Iraq,41,2023-09-07,King's Cup,1,neutral,India,Iraq,India,2,2,2-2,D,Chiang Mai,Thailand
Iraq,42,2023-06-16,Friendly,1,neutral,Colombia,Colombia,Iraq,1,0,0-1,L,Valencia,Spain
Iraq,43,2023-03-26,Friendly,0,away,Russia,Russia,Iraq,2,0,0-2,L,Saint Petersburg,Russia
Iraq,44,2023-01-19,Gulf Cup,0,home,Oman,Iraq,Oman,3,2,3-2,W,Basra,Iraq
Iraq,45,2023-01-16,Gulf Cup,0,home,Qatar,Iraq,Qatar,2,1,2-1,W,Basra,Iraq
Iraq,46,2023-01-12,Gulf Cup,0,home,Yemen,Iraq,Yemen,5,0,5-0,W,Basra,Iraq
Iraq,47,2023-01-09,Gulf Cup,0,home,Saudi Arabia,Iraq,Saudi Arabia,2,0,2-0,W,Basra,Iraq
Iraq,48,2023-01-06,Gulf Cup,0,home,Oman,Iraq,Oman,0,0,0-0,D,Basra,Iraq
Iraq,49,2022-12-30,Friendly,0,home,Kuwait,Iraq,Kuwait,1,0,1-0,W,Basra,Iraq
Iraq,50,2022-11-12,Friendly,1,neutral,Ecuador,Iraq,Ecuador,0,0,0-0,D,Madrid,Spain
Iraq,51,2022-11-09,Friendly,1,neutral,Mexico,Mexico,Iraq,4,0,0-4,L,Girona,Spain
Iraq,52,2022-09-26,Jordan International Tournament,1,neutral,Syria,Iraq,Syria,1,0,1-0,W,Amman,Jordan
Iraq,53,2022-09-23,Jordan International Tournament,1,neutral,Oman,Iraq,Oman,1,1,1-1,D,Amman,Jordan
Iraq,54,2022-03-29,FIFA World Cup qualification,1,neutral,Syria,Syria,Iraq,1,1,1-1,D,Dubai,United Arab Emirates
Iraq,55,2022-03-24,FIFA World Cup qualification,1,neutral,United Arab Emirates,Iraq,United Arab Emirates,1,0,1-0,W,Riyadh,Saudi Arabia
Iraq,56,2022-03-18,Friendly,0,home,Zambia,Iraq,Zambia,3,1,3-1,W,Baghdad,Iraq
Iraq,57,2022-02-01,FIFA World Cup qualification,0,away,Lebanon,Lebanon,Iraq,1,1,1-1,D,Sidon,Lebanon
Iraq,58,2022-01-27,FIFA World Cup qualification,0,away,Iran,Iran,Iraq,1,0,0-1,L,Tehran,Iran
Iraq,59,2022-01-21,Friendly,0,home,Uganda,Iraq,Uganda,1,0,1-0,W,Baghdad,Iraq
Iraq,60,2021-12-06,Arab Cup,0,away,Qatar,Qatar,Iraq,3,0,0-3,L,Al Khor,Qatar
Ivory Coast,1,2026-06-04,Friendly,0,away,France,France,Ivory Coast,1,2,2-1,W,Nantes,France
Ivory Coast,2,2026-03-31,Friendly,1,neutral,Scotland,Ivory Coast,Scotland,1,0,1-0,W,Liverpool,England
Ivory Coast,3,2026-03-28,Friendly,1,neutral,South Korea,Ivory Coast,South Korea,4,0,4-0,W,Milton Keynes,England
Ivory Coast,4,2026-01-10,African Cup of Nations,1,neutral,Egypt,Egypt,Ivory Coast,3,2,2-3,L,Agadir,Morocco
Ivory Coast,5,2026-01-06,African Cup of Nations,1,neutral,Burkina Faso,Ivory Coast,Burkina Faso,3,0,3-0,W,Marrakesh,Morocco
Ivory Coast,6,2025-12-31,African Cup of Nations,1,neutral,Gabon,Gabon,Ivory Coast,2,3,3-2,W,Marrakesh,Morocco
Ivory Coast,7,2025-12-28,African Cup of Nations,1,neutral,Cameroon,Ivory Coast,Cameroon,1,1,1-1,D,Marrakesh,Morocco
Ivory Coast,8,2025-12-24,African Cup of Nations,1,neutral,Mozambique,Ivory Coast,Mozambique,1,0,1-0,W,Marrakesh,Morocco
Ivory Coast,9,2025-11-18,Friendly,0,away,Oman,Oman,Ivory Coast,0,2,2-0,W,Seeb,Oman
Ivory Coast,10,2025-11-14,Friendly,0,away,Saudi Arabia,Saudi Arabia,Ivory Coast,1,0,0-1,L,Jeddah,Saudi Arabia
Ivory Coast,11,2025-10-14,FIFA World Cup qualification,0,home,Kenya,Ivory Coast,Kenya,3,0,3-0,W,Ebimpé,Ivory Coast
Ivory Coast,12,2025-10-10,FIFA World Cup qualification,1,neutral,Seychelles,Seychelles,Ivory Coast,0,7,7-0,W,Saint Pierre,Mauritius
Ivory Coast,13,2025-09-09,FIFA World Cup qualification,0,away,Gabon,Gabon,Ivory Coast,0,0,0-0,D,Franceville,Gabon
Ivory Coast,14,2025-09-05,FIFA World Cup qualification,0,home,Burundi,Ivory Coast,Burundi,1,0,1-0,W,Abidjan,Ivory Coast
Ivory Coast,15,2025-06-10,Canadian Shield,0,away,Canada,Canada,Ivory Coast,0,0,0-0,D,Toronto,Canada
Ivory Coast,16,2025-06-07,Canadian Shield,1,neutral,New Zealand,Ivory Coast,New Zealand,0,1,0-1,L,Toronto,Canada
Ivory Coast,17,2025-03-24,FIFA World Cup qualification,0,home,Gambia,Ivory Coast,Gambia,1,0,1-0,W,Abidjan,Ivory Coast
Ivory Coast,18,2025-03-21,FIFA World Cup qualification,1,neutral,Burundi,Burundi,Ivory Coast,0,1,1-0,W,Meknes,Morocco
Ivory Coast,19,2024-11-19,African Cup of Nations qualification,0,home,Chad,Ivory Coast,Chad,4,0,4-0,W,Abidjan,Ivory Coast
Ivory Coast,20,2024-11-15,African Cup of Nations qualification,0,away,Zambia,Zambia,Ivory Coast,1,0,0-1,L,Ndola,Zambia
Ivory Coast,21,2024-10-15,African Cup of Nations qualification,1,neutral,Sierra Leone,Sierra Leone,Ivory Coast,1,0,0-1,L,Monrovia,Liberia
Ivory Coast,22,2024-10-11,African Cup of Nations qualification,0,home,Sierra Leone,Ivory Coast,Sierra Leone,4,1,4-1,W,San-Pédro,Ivory Coast
Ivory Coast,23,2024-09-10,African Cup of Nations qualification,1,neutral,Chad,Chad,Ivory Coast,0,2,2-0,W,Yaoundé,Cameroon
Ivory Coast,24,2024-09-06,African Cup of Nations qualification,0,home,Zambia,Ivory Coast,Zambia,2,0,2-0,W,Bouaké,Ivory Coast
Ivory Coast,25,2024-06-11,FIFA World Cup qualification,1,neutral,Kenya,Kenya,Ivory Coast,0,0,0-0,D,Lilongwe,Malawi
Ivory Coast,26,2024-06-07,FIFA World Cup qualification,0,home,Gabon,Ivory Coast,Gabon,1,0,1-0,W,Korhogo,Ivory Coast
Ivory Coast,27,2024-03-26,Friendly,1,neutral,Uruguay,Ivory Coast,Uruguay,2,1,2-1,W,Lens,France
Ivory Coast,28,2024-03-23,Friendly,1,neutral,Benin,Ivory Coast,Benin,2,2,2-2,D,Amiens,France
Ivory Coast,29,2024-02-11,African Cup of Nations,0,home,Nigeria,Ivory Coast,Nigeria,2,1,2-1,W,Ebimpé,Ivory Coast
Ivory Coast,30,2024-02-07,African Cup of Nations,0,home,DR Congo,Ivory Coast,DR Congo,1,0,1-0,W,Ebimpé,Ivory Coast
Ivory Coast,31,2024-02-03,African Cup of Nations,0,home,Mali,Ivory Coast,Mali,2,1,2-1,W,Bouaké,Ivory Coast
Ivory Coast,32,2024-01-29,African Cup of Nations,0,home,Senegal,Ivory Coast,Senegal,1,1,1-1,D,Yamoussoukro,Ivory Coast
Ivory Coast,33,2024-01-22,African Cup of Nations,0,home,Equatorial Guinea,Ivory Coast,Equatorial Guinea,0,4,0-4,L,Ebimpé,Ivory Coast
Ivory Coast,34,2024-01-18,African Cup of Nations,0,home,Nigeria,Ivory Coast,Nigeria,0,1,0-1,L,Ebimpé,Ivory Coast
Ivory Coast,35,2024-01-13,African Cup of Nations,0,home,Guinea-Bissau,Ivory Coast,Guinea-Bissau,2,0,2-0,W,Ebimpé,Ivory Coast
Ivory Coast,36,2024-01-06,Friendly,0,home,Sierra Leone,Ivory Coast,Sierra Leone,5,1,5-1,W,San-Pédro,Ivory Coast
Ivory Coast,37,2023-11-20,FIFA World Cup qualification,1,neutral,Gambia,Gambia,Ivory Coast,0,2,2-0,W,Dar es Salaam,Tanzania
Ivory Coast,38,2023-11-17,FIFA World Cup qualification,0,home,Seychelles,Ivory Coast,Seychelles,9,0,9-0,W,Abidjan,Ivory Coast
Ivory Coast,39,2023-10-17,Friendly,0,home,South Africa,Ivory Coast,South Africa,1,1,1-1,D,Abidjan,Ivory Coast
Ivory Coast,40,2023-10-14,Friendly,0,home,Morocco,Ivory Coast,Morocco,1,1,1-1,D,Abidjan,Ivory Coast
Ivory Coast,41,2023-09-09,African Cup of Nations qualification,0,home,Lesotho,Ivory Coast,Lesotho,1,0,1-0,W,San-Pédro,Ivory Coast
Ivory Coast,42,2023-06-17,African Cup of Nations qualification,0,away,Zambia,Zambia,Ivory Coast,3,0,0-3,L,Ndola,Zambia
Ivory Coast,43,2023-03-28,African Cup of Nations qualification,0,away,Comoros,Comoros,Ivory Coast,0,2,2-0,W,Moroni,Comoros
Ivory Coast,44,2023-03-24,African Cup of Nations qualification,0,home,Comoros,Ivory Coast,Comoros,3,1,3-1,W,Bouaké,Ivory Coast
Ivory Coast,45,2022-11-19,Friendly,1,neutral,Burkina Faso,Ivory Coast,Burkina Faso,1,2,1-2,L,Marrakesh,Morocco
Ivory Coast,46,2022-11-16,Friendly,1,neutral,Burundi,Ivory Coast,Burundi,4,0,4-0,W,Marrakesh,Morocco
Ivory Coast,47,2022-09-27,Friendly,1,neutral,Guinea,Ivory Coast,Guinea,3,1,3-1,W,Amiens,France
Ivory Coast,48,2022-09-24,Friendly,1,neutral,Togo,Ivory Coast,Togo,2,1,2-1,W,Rouen,France
Ivory Coast,49,2022-06-09,African Cup of Nations qualification,1,neutral,Lesotho,Lesotho,Ivory Coast,0,0,0-0,D,Soweto,South Africa
Ivory Coast,50,2022-06-03,African Cup of Nations qualification,0,home,Zambia,Ivory Coast,Zambia,3,1,3-1,W,Yamoussoukro,Ivory Coast
Ivory Coast,51,2022-03-29,Friendly,0,away,England,England,Ivory Coast,3,0,0-3,L,London,England
Ivory Coast,52,2022-03-25,Friendly,0,away,France,France,Ivory Coast,2,1,1-2,L,Marseille,France
Ivory Coast,53,2022-01-26,African Cup of Nations,1,neutral,Egypt,Ivory Coast,Egypt,0,0,0-0,D,Douala,Cameroon
Ivory Coast,54,2022-01-20,African Cup of Nations,1,neutral,Algeria,Ivory Coast,Algeria,3,1,3-1,W,Douala,Cameroon
Ivory Coast,55,2022-01-16,African Cup of Nations,1,neutral,Sierra Leone,Ivory Coast,Sierra Leone,2,2,2-2,D,Douala,Cameroon
Ivory Coast,56,2022-01-12,African Cup of Nations,1,neutral,Equatorial Guinea,Equatorial Guinea,Ivory Coast,0,1,1-0,W,Douala,Cameroon
Ivory Coast,57,2021-11-16,FIFA World Cup qualification,0,away,Cameroon,Cameroon,Ivory Coast,1,0,0-1,L,Douala,Cameroon
Ivory Coast,58,2021-11-13,FIFA World Cup qualification,1,neutral,Mozambique,Ivory Coast,Mozambique,3,0,3-0,W,Cotonou,Benin
Ivory Coast,59,2021-10-11,FIFA World Cup qualification,1,neutral,Malawi,Ivory Coast,Malawi,2,1,2-1,W,Cotonou,Benin
Ivory Coast,60,2021-10-08,FIFA World Cup qualification,1,neutral,Malawi,Malawi,Ivory Coast,0,3,3-0,W,Johannesburg,South Africa
Japan,1,2026-05-31,Friendly,0,home,Iceland,Japan,Iceland,1,0,1-0,W,Tokyo,Japan
Japan,2,2026-03-31,Friendly,0,away,England,England,Japan,0,1,1-0,W,London,England
Japan,3,2026-03-28,Friendly,0,away,Scotland,Scotland,Japan,0,1,1-0,W,Glasgow,Scotland
Japan,4,2025-11-18,Kirin Cup,0,home,Bolivia,Japan,Bolivia,3,0,3-0,W,Tokyo,Japan
Japan,5,2025-11-14,Kirin Cup,0,home,Ghana,Japan,Ghana,2,0,2-0,W,Toyota,Japan
Japan,6,2025-10-14,Kirin Cup,0,home,Brazil,Japan,Brazil,3,2,3-2,W,Tokyo,Japan
Japan,7,2025-10-10,Kirin Cup,0,home,Paraguay,Japan,Paraguay,2,2,2-2,D,Osaka,Japan
Japan,8,2025-09-09,Friendly,0,away,United States,United States,Japan,2,0,0-2,L,Columbus,United States
Japan,9,2025-09-06,Friendly,1,neutral,Mexico,Mexico,Japan,0,0,0-0,D,Oakland,United States
Japan,10,2025-06-10,FIFA World Cup qualification,0,home,Indonesia,Japan,Indonesia,6,0,6-0,W,Suita,Japan
Japan,11,2025-06-05,FIFA World Cup qualification,0,away,Australia,Australia,Japan,1,0,0-1,L,Perth,Australia
Japan,12,2025-03-25,FIFA World Cup qualification,0,home,Saudi Arabia,Japan,Saudi Arabia,0,0,0-0,D,Saitama,Japan
Japan,13,2025-03-20,FIFA World Cup qualification,0,home,Bahrain,Japan,Bahrain,2,0,2-0,W,Saitama,Japan
Japan,14,2024-11-19,FIFA World Cup qualification,0,away,China,China,Japan,1,3,3-1,W,Xiamen,China
Japan,15,2024-11-15,FIFA World Cup qualification,0,away,Indonesia,Indonesia,Japan,0,4,4-0,W,Jakarta,Indonesia
Japan,16,2024-10-15,FIFA World Cup qualification,0,home,Australia,Japan,Australia,1,1,1-1,D,Saitama,Japan
Japan,17,2024-10-10,FIFA World Cup qualification,0,away,Saudi Arabia,Saudi Arabia,Japan,0,2,2-0,W,Jeddah,Saudi Arabia
Japan,18,2024-09-10,FIFA World Cup qualification,0,away,Bahrain,Bahrain,Japan,0,5,5-0,W,Riffa,Bahrain
Japan,19,2024-09-05,FIFA World Cup qualification,0,home,China,Japan,China,7,0,7-0,W,Saitama,Japan
Japan,20,2024-06-11,FIFA World Cup qualification,0,home,Syria,Japan,Syria,5,0,5-0,W,Hiroshima,Japan
Japan,21,2024-06-06,FIFA World Cup qualification,0,away,Myanmar,Myanmar,Japan,0,5,5-0,W,Yangon,Myanmar
Japan,22,2024-03-21,FIFA World Cup qualification,0,home,North Korea,Japan,North Korea,1,0,1-0,W,Tokyo,Japan
Japan,23,2024-02-03,AFC Asian Cup,1,neutral,Iran,Iran,Japan,2,1,1-2,L,Al Rayyan,Qatar
Japan,24,2024-01-31,AFC Asian Cup,1,neutral,Bahrain,Bahrain,Japan,1,3,3-1,W,Doha,Qatar
Japan,25,2024-01-24,AFC Asian Cup,1,neutral,Indonesia,Japan,Indonesia,3,1,3-1,W,Doha,Qatar
Japan,26,2024-01-19,AFC Asian Cup,1,neutral,Iraq,Iraq,Japan,2,1,1-2,L,Al Rayyan,Qatar
Japan,27,2024-01-14,AFC Asian Cup,1,neutral,Vietnam,Japan,Vietnam,4,2,4-2,W,Doha,Qatar
Japan,28,2024-01-09,Friendly,1,neutral,Jordan,Japan,Jordan,6,1,6-1,W,Doha,Qatar
Japan,29,2024-01-01,Friendly,0,home,Thailand,Japan,Thailand,5,0,5-0,W,Tokyo,Japan
Japan,30,2023-11-21,FIFA World Cup qualification,1,neutral,Syria,Syria,Japan,0,5,5-0,W,Jeddah,Saudi Arabia
Japan,31,2023-11-16,FIFA World Cup qualification,0,home,Myanmar,Japan,Myanmar,5,0,5-0,W,Suita,Japan
Japan,32,2023-10-13,Friendly,0,home,Canada,Japan,Canada,4,1,4-1,W,Niigata,Japan
Japan,33,2023-09-12,Friendly,1,neutral,Turkey,Japan,Turkey,4,2,4-2,W,Genk,Belgium
Japan,34,2023-09-09,Friendly,0,away,Germany,Germany,Japan,1,4,4-1,W,Wolfsburg,Germany
Japan,35,2023-06-20,Friendly,0,home,Peru,Japan,Peru,4,1,4-1,W,Suita,Japan
Japan,36,2023-06-15,Friendly,0,home,El Salvador,Japan,El Salvador,6,0,6-0,W,Toyota,Japan
Japan,37,2023-03-28,Friendly,0,home,Colombia,Japan,Colombia,1,2,1-2,L,Osaka,Japan
Japan,38,2023-03-24,Friendly,0,home,Uruguay,Japan,Uruguay,1,1,1-1,D,Tokyo,Japan
Japan,39,2022-12-05,FIFA World Cup,1,neutral,Croatia,Japan,Croatia,1,1,1-1,D,Al Wakrah,Qatar
Japan,40,2022-12-01,FIFA World Cup,1,neutral,Spain,Japan,Spain,2,1,2-1,W,Al Rayyan,Qatar
Japan,41,2022-11-27,FIFA World Cup,1,neutral,Costa Rica,Japan,Costa Rica,0,1,0-1,L,Al Rayyan,Qatar
Japan,42,2022-11-23,FIFA World Cup,1,neutral,Germany,Germany,Japan,1,2,2-1,W,Al Rayyan,Qatar
Japan,43,2022-11-17,Friendly,1,neutral,Canada,Japan,Canada,1,2,1-2,L,Dubai,United Arab Emirates
Japan,44,2022-09-27,Kirin Challenge Cup,1,neutral,Ecuador,Ecuador,Japan,0,0,0-0,D,Düsseldorf,Germany
Japan,45,2022-09-23,Kirin Challenge Cup,1,neutral,United States,Japan,United States,2,0,2-0,W,Düsseldorf,Germany
Japan,46,2022-07-27,EAFF Championship,0,home,South Korea,Japan,South Korea,3,0,3-0,W,Toyota,Japan
Japan,47,2022-07-24,EAFF Championship,0,home,China,Japan,China,0,0,0-0,D,Toyota,Japan
Japan,48,2022-07-19,EAFF Championship,0,home,Hong Kong,Japan,Hong Kong,6,0,6-0,W,Kashima,Japan
Japan,49,2022-06-14,Kirin Cup,0,home,Tunisia,Japan,Tunisia,0,3,0-3,L,Suita,Japan
Japan,50,2022-06-10,Kirin Cup,0,home,Ghana,Japan,Ghana,4,1,4-1,W,Kobe,Japan
Japan,51,2022-06-06,Friendly,0,home,Brazil,Japan,Brazil,0,1,0-1,L,Tokyo,Japan
Japan,52,2022-06-02,Friendly,0,home,Paraguay,Japan,Paraguay,4,1,4-1,W,Sapporo,Japan
Japan,53,2022-03-29,FIFA World Cup qualification,0,home,Vietnam,Japan,Vietnam,1,1,1-1,D,Saitama,Japan
Japan,54,2022-03-24,FIFA World Cup qualification,0,away,Australia,Australia,Japan,0,2,2-0,W,Sydney,Australia
Japan,55,2022-02-01,FIFA World Cup qualification,0,home,Saudi Arabia,Japan,Saudi Arabia,2,0,2-0,W,Saitama,Japan
Japan,56,2022-01-27,FIFA World Cup qualification,0,home,China,Japan,China,2,0,2-0,W,Saitama,Japan
Japan,57,2021-11-16,FIFA World Cup qualification,0,away,Oman,Oman,Japan,0,1,1-0,W,Muscat,Oman
Japan,58,2021-11-11,FIFA World Cup qualification,0,away,Vietnam,Vietnam,Japan,0,1,1-0,W,Hanoi,Vietnam
Japan,59,2021-10-12,FIFA World Cup qualification,0,home,Australia,Japan,Australia,2,1,2-1,W,Saitama,Japan
Japan,60,2021-10-07,FIFA World Cup qualification,0,away,Saudi Arabia,Saudi Arabia,Japan,1,0,0-1,L,Jeddah,Saudi Arabia
Jordan,1,2026-06-07,Friendly,1,neutral,Colombia,Jordan,Colombia,0,2,0-2,L,San Diego,United States
Jordan,2,2026-05-31,Friendly,0,away,Switzerland,Switzerland,Jordan,4,1,1-4,L,St. Gallen,Switzerland
Jordan,3,2026-03-31,Friendly,1,neutral,Nigeria,Jordan,Nigeria,2,2,2-2,D,Antalya,Turkey
Jordan,4,2026-03-27,Friendly,1,neutral,Costa Rica,Costa Rica,Jordan,2,2,2-2,D,Antalya,Turkey
Jordan,5,2025-12-18,Arab Cup,1,neutral,Morocco,Jordan,Morocco,2,3,2-3,L,Lusail,Qatar
Jordan,6,2025-12-15,Arab Cup,1,neutral,Saudi Arabia,Saudi Arabia,Jordan,0,1,1-0,W,Al Khor,Qatar
Jordan,7,2025-12-12,Arab Cup,1,neutral,Iraq,Jordan,Iraq,1,0,1-0,W,Al Rayyan,Qatar
Jordan,8,2025-12-09,Arab Cup,1,neutral,Egypt,Egypt,Jordan,0,3,3-0,W,Al Khor,Qatar
Jordan,9,2025-12-06,Arab Cup,1,neutral,Kuwait,Kuwait,Jordan,1,3,3-1,W,Al Rayyan,Qatar
Jordan,10,2025-12-03,Arab Cup,1,neutral,United Arab Emirates,Jordan,United Arab Emirates,2,1,2-1,W,Al Khor,Qatar
Jordan,11,2025-11-18,Friendly,1,neutral,Mali,Mali,Jordan,3,2,2-3,L,Radès,Tunisia
Jordan,12,2025-11-14,Friendly,0,away,Tunisia,Tunisia,Jordan,3,2,2-3,L,Radès,Tunisia
Jordan,13,2025-10-14,Friendly,0,away,Albania,Albania,Jordan,4,2,2-4,L,Tirana,Albania
Jordan,14,2025-10-10,Friendly,1,neutral,Bolivia,Jordan,Bolivia,0,1,0-1,L,Istanbul,Turkey
Jordan,15,2025-09-09,Friendly,0,home,Dominican Republic,Jordan,Dominican Republic,3,0,3-0,W,Amman,Jordan
Jordan,16,2025-09-04,Friendly,0,away,Russia,Russia,Jordan,0,0,0-0,D,Moscow,Russia
Jordan,17,2025-06-10,FIFA World Cup qualification,0,home,Iraq,Jordan,Iraq,0,1,0-1,L,Amman,Jordan
Jordan,18,2025-06-05,FIFA World Cup qualification,0,away,Oman,Oman,Jordan,0,3,3-0,W,Muscat,Oman
Jordan,19,2025-05-30,Friendly,0,away,Saudi Arabia,Saudi Arabia,Jordan,2,0,0-2,L,Dammam,Saudi Arabia
Jordan,20,2025-03-25,FIFA World Cup qualification,0,away,South Korea,South Korea,Jordan,1,1,1-1,D,Suwon,South Korea
Jordan,21,2025-03-20,FIFA World Cup qualification,0,home,Palestine,Jordan,Palestine,3,1,3-1,W,Amman,Jordan
Jordan,22,2025-03-14,Friendly,0,home,North Korea,Jordan,North Korea,1,1,1-1,D,Amman,Jordan
Jordan,23,2025-01-22,Friendly,1,neutral,Uzbekistan,Uzbekistan,Jordan,0,0,0-0,D,Doha,Qatar
Jordan,24,2024-11-19,FIFA World Cup qualification,0,away,Kuwait,Kuwait,Jordan,1,1,1-1,D,Kuwait City,Kuwait
Jordan,25,2024-11-14,FIFA World Cup qualification,0,away,Iraq,Iraq,Jordan,0,0,0-0,D,Basra,Iraq
Jordan,26,2024-10-15,FIFA World Cup qualification,0,home,Oman,Jordan,Oman,4,0,4-0,W,Amman,Jordan
Jordan,27,2024-10-10,FIFA World Cup qualification,0,home,South Korea,Jordan,South Korea,0,2,0-2,L,Amman,Jordan
Jordan,28,2024-09-10,FIFA World Cup qualification,1,neutral,Palestine,Palestine,Jordan,1,3,3-1,W,Kuala Lumpur,Malaysia
Jordan,29,2024-09-05,FIFA World Cup qualification,0,home,Kuwait,Jordan,Kuwait,1,1,1-1,D,Amman,Jordan
Jordan,30,2024-08-29,Friendly,0,home,North Korea,Jordan,North Korea,2,1,2-1,W,Amman,Jordan
Jordan,31,2024-07-27,Friendly,0,home,North Korea,Jordan,North Korea,0,0,0-0,D,Amman,Jordan
Jordan,32,2024-06-11,FIFA World Cup qualification,0,away,Saudi Arabia,Saudi Arabia,Jordan,1,2,2-1,W,Riyadh,Saudi Arabia
Jordan,33,2024-06-06,FIFA World Cup qualification,0,home,Tajikistan,Jordan,Tajikistan,3,0,3-0,W,Amman,Jordan
Jordan,34,2024-03-26,FIFA World Cup qualification,0,home,Pakistan,Jordan,Pakistan,7,0,7-0,W,Amman,Jordan
Jordan,35,2024-03-21,FIFA World Cup qualification,0,away,Pakistan,Pakistan,Jordan,0,3,3-0,W,Islamabad,Pakistan
Jordan,36,2024-02-10,AFC Asian Cup,0,away,Qatar,Qatar,Jordan,3,1,1-3,L,Lusail,Qatar
Jordan,37,2024-02-06,AFC Asian Cup,1,neutral,South Korea,Jordan,South Korea,2,0,2-0,W,Al Rayyan,Qatar
Jordan,38,2024-02-02,AFC Asian Cup,1,neutral,Tajikistan,Tajikistan,Jordan,0,1,1-0,W,Al Rayyan,Qatar
Jordan,39,2024-01-29,AFC Asian Cup,1,neutral,Iraq,Iraq,Jordan,2,3,3-2,W,Al Rayyan,Qatar
Jordan,40,2024-01-25,AFC Asian Cup,1,neutral,Bahrain,Jordan,Bahrain,0,1,0-1,L,Al Rayyan,Qatar
Jordan,41,2024-01-20,AFC Asian Cup,1,neutral,South Korea,Jordan,South Korea,2,2,2-2,D,Doha,Qatar
Jordan,42,2024-01-15,AFC Asian Cup,1,neutral,Malaysia,Malaysia,Jordan,0,4,4-0,W,Al Wakrah,Qatar
Jordan,43,2024-01-09,Friendly,1,neutral,Japan,Japan,Jordan,6,1,1-6,L,Doha,Qatar
Jordan,44,2024-01-05,Friendly,0,away,Qatar,Qatar,Jordan,1,2,2-1,W,Al Rayyan,Qatar
Jordan,45,2023-11-21,FIFA World Cup qualification,0,home,Saudi Arabia,Jordan,Saudi Arabia,0,2,0-2,L,Amman,Jordan
Jordan,46,2023-11-16,FIFA World Cup qualification,0,away,Tajikistan,Tajikistan,Jordan,1,1,1-1,D,Dushanbe,Tajikistan
Jordan,47,2023-09-12,Friendly,0,away,Azerbaijan,Azerbaijan,Jordan,2,1,1-2,L,Baku,Azerbaijan
Jordan,48,2023-09-07,Friendly,0,away,Norway,Norway,Jordan,6,0,0-6,L,Oslo,Norway
Jordan,49,2023-06-19,Friendly,1,neutral,Jamaica,Jamaica,Jordan,1,2,2-1,W,Wiener Neustadt,Austria
Jordan,50,2023-06-16,Friendly,1,neutral,Serbia,Serbia,Jordan,3,2,2-3,L,Vienna,Austria
Jordan,51,2023-03-28,Friendly,1,neutral,Philippines,Jordan,Philippines,4,0,4-0,W,Al Wakrah,Qatar
Jordan,52,2022-11-17,Friendly,0,home,Spain,Jordan,Spain,1,3,1-3,L,Amman,Jordan
Jordan,53,2022-09-26,Jordan International Tournament,0,home,Oman,Jordan,Oman,1,0,1-0,W,Amman,Jordan
Jordan,54,2022-09-23,Jordan International Tournament,0,home,Syria,Jordan,Syria,2,0,2-0,W,Amman,Jordan
Jordan,55,2022-06-14,AFC Asian Cup qualification,0,away,Kuwait,Kuwait,Jordan,0,3,3-0,W,Kuwait City,Kuwait
Jordan,56,2022-06-11,AFC Asian Cup qualification,1,neutral,Indonesia,Indonesia,Jordan,0,1,1-0,W,Kuwait City,Kuwait
Jordan,57,2022-06-08,AFC Asian Cup qualification,1,neutral,Nepal,Jordan,Nepal,2,0,2-0,W,Kuwait City,Kuwait
Jordan,58,2022-06-01,Friendly,1,neutral,Australia,Australia,Jordan,2,1,1-2,L,Al Wakrah,Qatar
Jordan,59,2022-05-28,Friendly,1,neutral,India,India,Jordan,0,2,2-0,W,Doha,Qatar
Jordan,60,2022-01-28,Friendly,1,neutral,New Zealand,Jordan,New Zealand,3,1,3-1,W,Abu Dhabi,United Arab Emirates
Mexico,1,2026-06-04,Friendly,0,home,Serbia,Mexico,Serbia,5,1,5-1,W,Toluca,Mexico
