team,match_rank_recent,date,side,home_team,away_team,opponent,team_scoreline,home_score,away_score,team_result,tournament,city,country,neutral,source_url
Tunisia,8,2025-12-23,neutral,Tunisia,Uganda,Uganda,3-1,3,1,W,African Cup of Nations,Rabat,Morocco,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,9,2025-12-07,away,Qatar,Tunisia,Qatar,3-0,0,3,W,Arab Cup,Al Khor,Qatar,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,10,2025-12-04,neutral,Palestine,Tunisia,Palestine,2-2,2,2,D,Arab Cup,Lusail,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,11,2025-12-01,neutral,Tunisia,Syria,Syria,0-1,0,1,L,Arab Cup,Al Rayyan,Qatar,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,12,2025-11-18,neutral,Brazil,Tunisia,Brazil,1-1,1,1,D,Friendly,Lille,France,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,13,2025-11-14,home,Tunisia,Jordan,Jordan,3-2,3,2,W,Friendly,Radès,Tunisia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,14,2025-11-12,home,Tunisia,Mauritania,Mauritania,1-1,1,1,D,Friendly,Radès,Tunisia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,15,2025-10-13,home,Tunisia,Namibia,Namibia,3-0,3,0,W,FIFA World Cup qualification,Radès,Tunisia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,16,2025-10-10,home,Tunisia,São Tomé and Príncipe,São Tomé and Príncipe,6-0,6,0,W,FIFA World Cup qualification,Radès,Tunisia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,17,2025-09-08,away,Equatorial Guinea,Tunisia,Equatorial Guinea,1-0,0,1,W,FIFA World Cup qualification,Malabo,Equatorial Guinea,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Tunisia,18,2025-09-04,home,Tunisia,Liberia,Liberia,3-0,3,0,W,FIFA World Cup qualification,Radès,Tunisia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,1,2026-06-06,neutral,Venezuela,Turkey,Venezuela,2-1,1,2,W,Friendly,Fort Lauderdale,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,2,2026-06-01,home,Turkey,North Macedonia,North Macedonia,4-0,4,0,W,Friendly,Istanbul,Turkey,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,3,2026-03-31,away,Kosovo,Turkey,Kosovo,1-0,0,1,W,FIFA World Cup qualification,Pristina,Kosovo,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,4,2026-03-26,home,Turkey,Romania,Romania,1-0,1,0,W,FIFA World Cup qualification,Istanbul,Turkey,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,5,2025-11-18,away,Spain,Turkey,Spain,2-2,2,2,D,FIFA World Cup qualification,Seville,Spain,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,6,2025-11-15,home,Turkey,Bulgaria,Bulgaria,2-0,2,0,W,FIFA World Cup qualification,Bursa,Turkey,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,7,2025-10-14,home,Turkey,Georgia,Georgia,4-1,4,1,W,FIFA World Cup qualification,Izmit,Turkey,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,8,2025-10-11,away,Bulgaria,Turkey,Bulgaria,6-1,1,6,W,FIFA World Cup qualification,Sofia,Bulgaria,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,9,2025-09-07,home,Turkey,Spain,Spain,0-6,0,6,L,FIFA World Cup qualification,Konya,Turkey,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,10,2025-09-04,away,Georgia,Turkey,Georgia,3-2,2,3,W,FIFA World Cup qualification,Tbilisi,Georgia,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Turkey,11,2025-06-10,neutral,Mexico,Turkey,Mexico,0-1,1,0,L,Friendly,Chapel Hill,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,1,2026-06-06,home,United States,Germany,Germany,1-2,1,2,L,Friendly,Chicago,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,2,2026-05-31,home,United States,Senegal,Senegal,3-2,3,2,W,Friendly,Charlotte,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,3,2026-03-31,home,United States,Portugal,Portugal,0-2,0,2,L,Friendly,Atlanta,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,4,2026-03-28,home,United States,Belgium,Belgium,2-5,2,5,L,Friendly,Atlanta,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,5,2025-11-18,home,United States,Uruguay,Uruguay,5-1,5,1,W,Friendly,Tampa,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,6,2025-11-15,home,United States,Paraguay,Paraguay,2-1,2,1,W,Friendly,Chester,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,7,2025-10-14,home,United States,Australia,Australia,2-1,2,1,W,Friendly,Denver,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,8,2025-10-10,home,United States,Ecuador,Ecuador,1-1,1,1,D,Friendly,Austin,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,9,2025-09-09,home,United States,Japan,Japan,2-0,2,0,W,Friendly,Columbus,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,10,2025-09-06,home,United States,South Korea,South Korea,0-2,0,2,L,Friendly,Harrison,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,11,2025-07-06,home,United States,Mexico,Mexico,1-2,1,2,L,Gold Cup,Houston,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,12,2025-07-02,home,United States,Guatemala,Guatemala,2-1,2,1,W,Gold Cup,St. Louis,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,13,2025-06-29,home,United States,Costa Rica,Costa Rica,2-2,2,2,D,Gold Cup,Minneapolis,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,14,2025-06-22,home,United States,Haiti,Haiti,2-1,2,1,W,Gold Cup,Arlington,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,15,2025-06-19,home,United States,Saudi Arabia,Saudi Arabia,1-0,1,0,W,Gold Cup,Austin,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,16,2025-06-15,home,United States,Trinidad and Tobago,Trinidad and Tobago,5-0,5,0,W,Gold Cup,San Jose,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
United States,17,2025-06-10,home,United States,Switzerland,Switzerland,0-4,0,4,L,Friendly,Nashville,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,1,2026-03-31,neutral,Algeria,Uruguay,Algeria,0-0,0,0,D,Friendly,Turin,Italy,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,2,2026-03-27,away,England,Uruguay,England,1-1,1,1,D,Friendly,London,England,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,3,2025-11-18,away,United States,Uruguay,United States,1-5,5,1,L,Friendly,Tampa,United States,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,4,2025-11-15,away,Mexico,Uruguay,Mexico,0-0,0,0,D,Friendly,Torreón,Mexico,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,5,2025-10-13,neutral,Uzbekistan,Uruguay,Uzbekistan,2-1,1,2,W,Friendly,Malacca City,Malaysia,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,6,2025-10-10,neutral,Uruguay,Dominican Republic,Dominican Republic,1-0,1,0,W,Friendly,Kuala Lumpur,Malaysia,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,7,2025-09-09,away,Chile,Uruguay,Chile,0-0,0,0,D,FIFA World Cup qualification,Santiago,Chile,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,8,2025-09-04,home,Uruguay,Peru,Peru,3-0,3,0,W,FIFA World Cup qualification,Montevideo,Uruguay,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uruguay,9,2025-06-10,home,Uruguay,Venezuela,Venezuela,2-0,2,0,W,FIFA World Cup qualification,Montevideo,Uruguay,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,1,2026-06-08,neutral,Netherlands,Uzbekistan,Netherlands,1-2,2,1,L,Friendly,New York,United States,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,2,2026-06-01,away,Canada,Uzbekistan,Canada,0-2,2,0,L,Friendly,Edmonton,Canada,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,3,2026-03-30,home,Uzbekistan,Venezuela,Venezuela,0-0,0,0,D,FIFA Series,Tashkent,Uzbekistan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,4,2026-03-27,home,Uzbekistan,Gabon,Gabon,3-1,3,1,W,FIFA Series,Tashkent,Uzbekistan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,5,2026-01-26,neutral,Uzbekistan,China,China,2-2,2,2,D,Friendly,Dubai,United Arab Emirates,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,6,2025-11-18,neutral,Iran,Uzbekistan,Iran,0-0,0,0,D,Al Ain International Cup,Al Ain,United Arab Emirates,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,7,2025-11-14,neutral,Uzbekistan,Egypt,Egypt,2-0,2,0,W,Al Ain International Cup,Al Ain,United Arab Emirates,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,8,2025-10-13,neutral,Uzbekistan,Uruguay,Uruguay,1-2,1,2,L,Friendly,Malacca City,Malaysia,1,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,9,2025-10-10,home,Uzbekistan,Kuwait,Kuwait,2-0,2,0,W,Friendly,Tashkent,Uzbekistan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Uzbekistan,10,2025-06-10,home,Uzbekistan,Qatar,Qatar,3-0,3,0,W,FIFA World Cup qualification,Tashkent,Uzbekistan,0,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
