captured_at,source,source_url,match_date_query,match_id_fifa,match_no,event_name,home_team,away_team,kickoff,location,city,referee,home_score,away_score,status,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,goals_home_detail,goals_away_detail,raw_text_path,data_quality_notes
2026-07-05T11:23:31+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021529,2026-07-06,400021529,93,Portugal vs. Spain,Portugal,Spain,2026-07-06T19:00:00Z,Dallas Stadium,Dallas,Anthony TAYLOR,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-07-05T11:23:31+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021534,2026-07-07,400021534,94,USA vs. Belgium,USA,Belgium,2026-07-07T00:00:00Z,Seattle Stadium,Seattle,Adham MAKHADMEH,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-07-04T10:50:07+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021528,2026-07-07,400021528,95,Argentina vs. Egypt,Argentina,Egypt,2026-07-07T16:00:00Z,Atlanta Stadium,Atlanta,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-07-04T10:50:07+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021535,2026-07-07,400021535,96,Switzerland vs. Colombia,Switzerland,Colombia,2026-07-07T20:00:00Z,BC Place Vancouver,Vancouver,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-07-05T11:23:31+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021536,2026-07-09,400021536,97,France vs. Morocco,France,Morocco,2026-07-09T20:00:00Z,Boston Stadium,Boston,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-06-29T00:19:44+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021538,2026-07-10,400021538,98,vs.,,,2026-07-10T19:00:00Z,Los Angeles Stadium,Los Angeles,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-06-29T00:19:44+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021539,2026-07-11,400021539,99,vs.,,,2026-07-11T21:00:00Z,Miami Stadium,Miami,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-06-29T00:19:44+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021537,2026-07-12,400021537,100,vs.,,,2026-07-12T01:00:00Z,Kansas City Stadium,Kansas City,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-06-29T00:19:44+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021541,2026-07-14,400021541,101,vs.,,,2026-07-14T19:00:00Z,Dallas Stadium,Dallas,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-06-29T00:19:44+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021540,2026-07-15,400021540,102,vs.,,,2026-07-15T19:00:00Z,Atlanta Stadium,Atlanta,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-06-29T00:19:44+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021542,2026-07-18,400021542,103,vs.,,,2026-07-18T21:00:00Z,Miami Stadium,Miami,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
2026-06-29T00:19:44+00:00,FIFA public calendar API,https://api.fifa.com/api/v3/live/football/400021543,2026-07-19,400021543,104,vs.,,,2026-07-19T19:00:00Z,New York/New Jersey Stadium,New Jersey,,,,scheduled_or_live,,,,,,,,Synced by HERMES from FIFA public calendar API. Scores/referee are structured JSON; detailed goals/cards may remain blank unless FIFA exposes them in this endpoint or an older row already had them.
